,income
9384,1
18608,1
8529,0
26745,1
30366,1
27537,1
30621,0
25861,1
22397,1
8106,1
8976,1
3802,1
1431,1
17979,1
12188,0
3024,1
1210,0
5352,1
603,1
5576,1
18004,0
26648,1
27831,0
13403,1
28240,1
18319,1
26859,1
15619,0
29836,1
30942,1
19354,0
3435,0
677,1
32128,1
13389,1
15079,1
30716,1
25223,1
5266,1
30747,1
10862,0
5771,0
4113,1
32318,0
32233,1
1455,1
28524,1
3127,1
15790,1
30772,1
22734,1
7350,1
3752,1
20230,1
13805,1
2167,0
29251,0
17304,1
21355,1
6890,0
28185,0
31693,1
21028,1
9672,0
5637,1
13024,1
21360,1
10789,1
16946,0
19772,0
9983,1
5973,1
1197,1
12765,1
3210,1
4854,1
2918,1
32435,1
2129,1
30037,1
6531,1
15648,1
7299,0
25300,1
5650,1
6765,0
4239,1
3840,1
3298,1
17843,1
26006,1
6431,1
2940,1
3637,1
6430,1
9743,1
20078,1
13287,0
17560,1
4503,1
3282,1
242,1
30557,1
2562,1
18688,1
6952,1
28706,0
19176,1
18346,1
29773,0
28939,1
1662,1
4144,1
22259,1
11165,1
11476,1
3043,1
25411,0
13337,1
11504,1
31733,0
22943,0
642,1
14641,1
11772,1
12149,1
1247,1
18827,0
18538,0
14824,1
30694,1
4327,0
30486,1
22793,0
7421,1
12771,1
7456,0
26909,0
18289,1
16628,1
29217,1
3717,1
14006,1
30415,1
182,1
28945,1
25468,1
13696,1
6501,1
24797,1
5728,0
25697,1
22025,1
5071,1
19475,1
9493,0
13550,1
2679,1
5244,1
13113,1
147,1
5594,1
19760,0
13761,1
18684,0
22883,1
1117,1
14639,1
10262,1
29396,1
7640,1
16938,0
12865,1
5947,1
4202,1
12205,0
28635,1
12905,1
30524,1
19047,1
21119,1
21741,1
23579,1
7442,1
17090,1
15650,1
20453,1
17064,1
10537,1
32504,0
19308,1
22164,0
20796,1
20949,1
11565,1
21265,1
18998,0
16457,0
813,1
30364,1
18014,0
32308,0
6711,1
1949,0
26775,1
4000,1
1453,0
15938,1
25775,1
8773,0
1930,1
19975,1
5050,1
15937,1
8367,0
9645,1
25702,1
10877,1
24059,1
23665,1
12926,1
16319,1
20807,1
411,1
14731,1
29536,1
2347,1
17436,0
31828,0
11764,0
520,0
18853,0
10619,1
29640,1
21032,1
32108,1
8259,1
25246,1
4170,1
23548,0
1727,1
8876,1
8705,1
2987,1
24470,0
22903,1
26320,1
19785,1
28234,0
26552,1
28507,1
16224,1
20958,1
3886,0
7091,1
16477,1
20539,1
13395,0
6853,1
28801,0
16645,1
21606,0
31331,0
22437,1
964,1
9135,1
22271,1
8294,1
11161,1
9591,1
7220,1
24167,1
1259,1
18631,1
7881,1
5387,1
26799,0
27092,1
8190,1
25269,1
1611,0
29535,0
19805,0
29147,0
21899,1
27591,1
3422,1
1353,1
3623,1
9587,1
30637,1
29713,1
17459,1
16160,1
17630,1
23211,1
28550,0
608,1
8129,1
21614,0
24107,0
26065,0
20334,1
16138,1
4015,1
8753,1
28963,0
29329,1
20946,0
2376,1
1586,1
25129,0
28114,1
4732,1
5022,1
375,1
19656,1
27131,1
8952,0
1994,0
16190,0
25804,1
11114,1
12547,0
31343,1
592,0
12116,1
8175,1
11709,1
23985,1
582,1
11478,1
27919,1
26177,1
31610,1
21895,1
15586,0
24134,0
16483,1
6889,1
21521,1
12354,0
12700,1
29691,1
19632,1
19576,0
26079,1
6810,1
27997,1
25315,0
19285,1
1392,1
27640,0
15482,1
32057,1
1816,1
15312,1
29763,0
17947,1
388,1
9971,1
26827,1
15835,1
4223,1
17819,1
7135,1
13666,1
13547,0
1377,1
3296,1
25558,1
26674,1
18238,1
23484,1
10118,0
21299,1
2946,1
16458,1
19824,1
31339,1
12798,1
19224,1
498,1
21438,1
1973,1
7542,1
15240,1
7515,1
22153,0
25735,1
23231,0
19275,1
22500,1
12955,1
2862,1
3198,0
9395,1
13889,1
32115,0
6593,1
3535,1
26795,0
30494,1
18168,1
22940,1
1254,1
19541,1
9837,0
2477,1
23701,0
15034,0
4258,0
23177,0
26785,1
2316,1
17897,1
3381,0
11076,1
31511,1
32501,1
1793,1
22160,1
17744,0
29525,0
29837,1
22023,1
14201,1
138,1
12032,1
26808,1
8686,0
24391,1
17929,1
17460,1
2906,1
12407,1
20400,1
21216,0
14710,1
28131,1
26062,1
22908,1
26088,1
31334,1
17494,1
11680,0
14291,1
14439,1
11937,1
11708,1
31563,1
5616,1
29380,1
29605,1
21972,1
21161,1
22188,1
3860,0
26810,0
26091,1
7692,1
15570,1
31891,1
15229,0
3471,1
9257,1
2375,1
3796,1
6461,1
22423,1
28579,1
4445,0
6692,1
24988,1
10442,1
6777,1
26240,1
2225,1
2493,1
20786,0
21053,1
6340,1
5200,0
19210,1
29663,0
21090,1
10183,1
8516,1
32353,1
6577,1
15416,1
29932,1
18469,1
17100,1
27913,1
25768,1
3367,1
24653,1
20472,1
12921,1
25201,1
2367,0
3629,1
16034,0
23116,1
3030,1
6625,0
30799,0
26997,1
24387,1
25350,1
29969,1
5861,1
27713,1
8300,1
25445,1
12539,0
21451,0
23962,0
20764,1
14609,0
5357,1
32165,1
5897,1
31926,1
12493,0
19406,1
19410,0
27645,0
10606,1
4618,0
26111,1
7608,1
17489,0
27361,1
32157,1
26843,0
10653,1
21475,0
26766,1
12520,1
6508,1
20647,1
1720,1
17747,0
3234,1
25239,1
24518,1
23037,1
16220,0
1052,0
6041,1
27912,1
19681,1
20378,1
23938,0
28041,1
18251,0
21880,1
22929,1
1839,1
12712,0
5770,1
27824,1
23499,1
14520,1
715,1
20096,0
26774,1
27249,1
4962,1
15492,1
9779,1
11626,1
4376,1
30073,1
13440,1
599,1
28408,1
18917,0
7730,1
3410,0
19826,1
7192,1
8149,1
16876,1
7206,1
16624,1
22967,1
19384,1
12824,1
9639,0
29134,1
22871,1
22503,0
13992,1
13241,0
7086,1
29009,0
28878,1
2352,0
6886,1
16326,0
21738,1
28940,0
21004,1
21755,1
32370,0
20666,1
32239,1
2860,0
12607,1
14529,0
11871,1
28486,1
21990,1
9311,1
16521,1
16113,0
22950,1
25405,1
17343,1
31045,1
5677,1
25245,1
13832,1
7552,1
25943,1
23008,0
11850,0
28723,0
9370,1
13061,1
26315,1
27628,1
25935,1
18196,0
12219,1
15359,1
4910,1
4704,0
3831,0
14991,0
21984,1
31860,1
20160,0
17372,1
15024,1
2258,0
30342,0
9168,0
2374,1
2913,1
2609,1
11679,1
2749,1
29497,1
8109,1
26394,1
26462,1
8391,1
21463,1
17079,0
32550,1
9794,0
30529,1
25064,1
1331,1
21852,1
16902,1
12144,1
14093,1
2338,1
7868,0
31682,1
2499,1
24928,1
10855,0
1958,1
9717,1
9043,1
11961,0
18072,1
16145,1
27066,1
25503,0
25781,1
16498,1
9635,1
7298,1
27987,1
16087,1
26734,1
28077,1
10519,1
24881,1
17739,1
220,1
9767,1
29472,1
10993,1
29581,1
17503,1
26115,1
16562,1
11763,1
3852,1
21991,1
15319,1
17700,0
13414,0
1042,1
6202,1
23045,0
1090,0
27649,1
14268,1
26983,0
20071,0
3017,0
118,1
7376,0
23673,1
26238,1
13236,0
31067,0
22445,1
22138,1
28291,1
29562,1
26664,1
8779,1
2546,0
10287,1
20411,1
32417,1
24893,1
10097,1
20873,1
10277,1
27617,1
4580,1
16559,1
12453,1
8789,1
18059,1
11746,1
4414,1
26617,1
17746,1
8732,1
21607,1
26390,1
27733,1
13297,1
16061,1
30332,1
30250,1
16826,1
1610,1
31921,1
6251,1
10024,1
20943,1
5155,0
23138,1
25705,1
14454,1
54,1
30507,1
22992,1
16804,1
1834,1
4209,1
22096,1
4806,0
8037,1
22322,1
18994,1
8859,1
13636,1
24042,1
26031,0
29242,1
16592,1
25765,0
5889,0
29664,0
13907,1
16371,1
12952,0
11877,0
3482,1
5729,1
4611,1
14470,0
9433,1
25958,1
28052,1
30249,0
9753,0
27985,1
5265,1
4651,1
5484,1
22366,1
15724,1
19034,1
9290,1
28127,1
13796,1
24642,1
12048,1
27257,0
23902,1
28357,1
13708,1
9541,1
25926,0
19935,1
7705,1
23967,0
1332,1
28886,1
3952,0
17374,1
22016,0
10585,1
3660,1
28518,1
11617,0
13263,1
20479,1
11846,1
1008,0
19514,1
31312,1
20150,1
12113,0
6519,0
27108,1
1466,1
1067,1
5480,0
9253,1
18410,1
28696,1
10317,0
4126,1
20481,1
5178,1
21900,0
31808,1
9634,1
10645,1
10447,1
28152,1
23227,1
28400,1
29998,1
21661,1
20349,1
9088,1
28305,1
10954,1
28719,1
2636,1
30193,1
19583,1
13423,1
11317,1
22645,1
29599,1
30451,0
8400,0
5094,1
10853,1
11700,1
14773,0
24426,1
30005,1
53,0
19197,1
29052,1
23941,1
28766,1
19791,0
24751,1
27239,1
24145,1
10371,1
9104,1
26669,1
26498,0
22363,1
20980,0
4720,1
11645,1
21540,0
30191,1
29743,1
14100,1
28013,1
18017,1
12684,1
10545,0
10105,1
23883,1
21873,1
18159,0
26988,0
10663,1
8306,1
15274,1
29071,1
21071,1
23581,1
6464,1
28430,1
25737,1
15869,0
29974,1
11195,0
9688,0
10738,1
17287,0
30355,1
6398,1
28607,0
12499,1
11906,0
1845,1
5615,1
6254,1
16154,1
8898,1
16115,1
25265,1
25292,1
2165,1
25952,1
24503,1
14306,1
2661,1
29512,1
32315,1
3680,1
20585,1
21402,1
20620,1
20135,0
12339,1
4291,1
14409,1
2218,1
2569,0
14503,1
20268,0
10967,1
6063,1
2136,1
9373,1
5472,1
15402,1
17733,0
11758,0
7236,1
10869,1
9523,0
12818,0
9698,1
14427,0
29690,1
5764,0
2675,1
13759,1
22659,1
19460,1
7519,1
16718,1
24967,1
26101,0
23914,1
19051,1
12504,0
30162,1
29529,1
30495,1
8426,1
29320,1
16661,1
5522,1
25069,0
16547,1
21224,0
2226,1
26749,1
25190,0
6867,1
27091,1
9156,1
22953,0
18481,0
6650,1
6058,1
25627,0
10410,1
13495,1
4491,0
12167,1
12663,1
25144,1
5488,0
31948,1
21634,1
30767,1
12726,1
13512,1
21140,1
26525,1
8005,1
24147,0
14834,1
24481,0
4013,1
9751,0
14952,1
2269,1
8330,1
17955,1
6534,1
15557,1
7214,0
29012,1
30401,0
8921,1
25055,0
5643,0
15695,1
23122,1
7150,1
24585,1
26362,1
5220,0
3985,1
10970,1
20588,1
12885,1
10387,1
31304,1
4338,0
9081,1
1219,0
6929,1
12461,0
13189,0
19783,1
15550,1
9932,1
5301,0
13059,1
28434,1
21087,1
30097,1
20424,1
14576,1
14913,1
30481,0
19950,0
27543,1
11120,1
30718,1
15201,1
12805,1
7767,1
27500,1
25125,1
6345,1
26104,1
4877,1
25471,0
28534,1
307,1
24613,1
15857,0
26657,1
20355,0
8787,1
6764,0
22776,1
19915,1
27952,1
28516,1
10551,1
27690,1
30769,0
3321,0
10978,0
17918,1
5084,1
24786,1
4415,1
13084,1
2082,1
11518,1
1888,1
2151,1
21059,1
2247,1
20028,0
25848,1
22505,0
10902,1
20147,0
29916,1
27307,1
4858,0
6406,0
29849,1
20016,1
3335,1
1258,0
31374,1
25175,1
5114,1
18415,1
24417,1
31006,0
27951,0
3178,1
20132,0
16911,1
1841,1
22552,1
31889,1
2976,1
3951,1
21582,0
17828,1
12240,1
30272,1
9611,1
29326,1
9248,1
29812,1
31071,0
4095,1
29975,1
20262,0
7328,1
7914,0
19116,0
6486,1
5703,0
13117,1
4385,1
16987,0
27957,1
23678,0
7619,1
18547,1
27168,0
7738,1
6864,1
25982,0
16233,1
29024,1
21978,0
21511,1
10274,1
8236,1
30865,1
22114,1
10702,1
21503,1
17634,1
1494,1
8342,1
18464,1
12460,0
8799,1
2585,1
19601,1
13917,1
32190,1
13895,0
31180,0
461,1
15335,0
17862,0
18011,1
27188,0
366,1
3789,0
23958,0
22132,0
785,1
12444,1
9563,1
10187,1
17080,1
16062,0
26495,0
11878,0
3978,1
12074,1
14726,0
3222,1
14466,1
139,0
3994,1
25469,1
30497,1
5831,0
19934,1
19562,1
14699,0
17610,1
3478,0
12112,1
16711,1
12447,1
30699,1
28021,1
19861,0
1344,1
3705,1
26279,1
29816,1
3560,1
31734,1
15205,1
1568,1
7034,0
5479,0
22424,0
27829,1
26828,1
10618,0
13426,0
32166,1
11336,1
26166,1
28477,1
6822,1
660,0
31928,1
735,1
20,0
5920,1
20976,1
20729,1
24948,1
1789,1
29261,0
15405,1
16717,1
2712,1
10220,1
18453,1
15188,0
8010,1
30951,0
14734,1
7710,1
20412,1
21419,1
23828,1
12976,1
27862,0
28862,1
14339,1
10988,1
17453,1
16276,1
4141,1
7482,1
28108,1
8347,1
1795,0
18908,1
19388,1
31519,0
8553,1
8293,1
32371,0
25897,1
9209,1
2157,0
23489,0
19059,1
17178,1
1678,1
14781,0
10032,1
24699,1
21186,1
9581,1
22694,1
818,1
25465,0
10294,1
24098,1
13607,1
29805,1
24333,1
13218,1
1250,0
19480,0
24521,1
27556,1
20648,1
15052,1
2266,1
19705,1
12802,1
20834,0
28461,1
25314,1
30684,0
23288,1
9682,1
21380,1
23214,1
11304,1
2576,0
50,1
13039,0
16368,1
19181,1
32044,1
29374,1
24599,0
23404,0
3003,1
12261,0
31240,1
20654,1
11692,1
3583,0
28356,1
27015,1
5182,1
21369,1
21403,1
14802,0
21170,1
27150,0
24091,1
28316,1
2668,1
20532,1
14392,1
2031,0
21341,1
30400,1
12940,1
451,0
12031,0
1320,1
26418,0
17070,1
7759,1
12577,1
2725,0
14775,1
32480,0
10936,1
29138,0
30363,0
11616,0
5277,1
3171,1
19523,1
6911,0
1126,0
8591,1
32119,0
31932,1
13713,1
24484,1
25032,1
13393,1
32085,1
6238,1
27373,1
29154,0
24273,1
20659,0
9617,1
29311,1
16565,1
24651,0
32215,1
18819,1
26638,1
22534,1
261,1
22003,1
29995,1
27422,1
21875,1
23262,0
29564,1
2123,1
11628,1
6792,0
1735,0
18381,1
2158,0
20120,0
11766,1
25357,1
1130,1
16256,1
22624,1
14080,1
1938,0
67,0
0,1
28764,0
3769,1
17585,1
14624,0
19931,0
31638,1
2328,1
30416,1
6362,1
3996,1
12549,1
32121,1
657,1
25173,1
13561,0
2468,1
2039,0
22568,1
3311,1
17078,1
29347,1
23835,0
12678,1
1116,1
29990,1
21806,0
31446,1
24610,0
7098,1
8161,1
4608,1
10554,1
2111,1
13661,0
9017,0
3755,1
27678,0
15438,1
15764,1
28398,1
16008,1
15610,1
27501,1
25754,1
16298,1
4941,0
17345,1
445,1
28042,1
10137,0
13658,1
17282,1
4314,1
15163,1
24173,1
9164,1
8008,1
31803,1
28328,1
25614,1
14196,1
16662,0
16030,1
24861,1
2487,1
16790,0
15013,1
32258,0
22069,1
5799,1
29116,1
8575,1
12361,1
19191,1
15822,1
1659,1
16301,0
23463,1
27638,1
16560,1
19579,1
2870,1
28982,1
24294,1
20511,1
17916,1
10390,1
1231,1
14232,1
19912,1
27186,1
1538,1
6358,1
30418,1
1765,0
23337,1
12671,1
1998,0
17334,1
7778,1
30198,1
15668,0
12099,0
28040,1
29770,1
12426,1
19843,1
1620,0
24010,0
27719,1
29978,1
1350,0
13361,1
11475,1
10722,1
6634,1
26723,1
6587,1
16425,1
23411,0
25496,1
25098,1
22609,1
20456,0
24533,0
9757,1
9900,0
19104,1
20830,1
9322,1
29555,0
26491,1
7550,0
21750,1
13938,1
15364,1
22538,1
29248,0
16857,1
9391,1
13010,0
25463,1
1432,0
21308,1
16056,1
6601,1
16392,1
31040,1
5393,1
7015,1
29131,0
9020,1
10341,1
21573,0
6778,1
8994,0
5459,1
30077,0
7696,0
12551,1
21191,0
13675,0
23439,0
27810,1
29197,1
16214,1
14385,1
30422,0
15183,1
29976,0
30809,1
18082,1
27222,1
17709,0
20887,1
25041,1
6630,1
30421,1
11690,1
21127,1
8385,1
3051,1
28197,0
18503,1
23757,1
2234,1
16998,0
18003,1
24269,1
16517,1
10386,1
15725,1
1383,1
27627,1
5289,1
10691,0
10620,1
31068,1
10665,1
8574,1
9467,1
1809,1
16621,0
28893,1
11255,1
17598,1
24493,0
4128,1
23233,1
7409,0
5166,0
30751,1
10173,0
26034,0
14540,1
24261,1
14075,1
15343,0
27263,1
13416,0
11926,1
10043,1
3398,0
6981,1
27124,0
31002,1
30950,0
10520,1
27825,0
29176,0
5455,1
26815,1
11696,1
2846,1
2872,1
19412,1
16132,1
11750,1
12779,0
8324,1
5925,0
6506,1
20766,1
19493,1
31275,1
28699,1
23322,1
10792,0
10535,0
2405,1
27934,1
24208,1
30125,1
1409,1
24668,1
5341,1
15333,1
8033,1
14750,0
5633,1
16788,0
28614,1
14560,0
22323,0
13398,1
23703,1
30174,0
1920,1
12847,0
9495,1
5755,0
6476,1
30015,1
29013,1
21678,1
32050,1
18843,1
19728,1
23505,0
5725,1
8260,1
21345,1
31195,1
12790,0
15090,1
17533,1
26478,0
19234,1
30148,1
6989,1
13755,1
17086,1
1087,1
28415,1
31065,0
21945,0
26855,1
14319,1
7293,1
29293,1
29388,1
13339,1
29850,1
20579,0
15969,1
10363,1
19991,1
21391,1
16487,1
24482,0
11748,1
23761,1
29348,1
19500,1
24981,1
30410,1
13539,1
12312,1
6449,1
31433,1
3216,0
18177,1
19110,1
7539,1
2981,1
13437,1
30377,1
19137,1
19506,0
27581,1
31579,1
31990,0
29170,1
21061,1
3111,0
4849,1
5570,0
28166,1
8089,1
11533,1
28280,1
26571,1
10859,1
8802,1
10120,1
30078,0
2505,0
30112,1
26837,1
5046,1
17651,1
25915,0
3861,1
32329,1
19534,1
29214,1
31258,1
11290,0
15740,1
19140,0
22815,1
32385,1
22802,1
6659,1
19751,1
3071,0
2198,0
11694,1
19335,0
15895,1
15254,1
5756,0
6623,1
11175,1
2787,1
25552,1
12755,1
7682,1
17310,1
29754,1
3644,1
27926,0
1648,0
195,1
20288,0
17561,1
15241,1
2011,1
19547,1
17362,1
31450,0
29415,0
1362,1
15391,1
19795,1
19966,1
9545,1
10895,1
4328,1
8642,1
27754,1
10946,1
7737,1
5436,0
20257,0
12910,1
8747,1
26849,1
29628,1
5707,1
3986,1
11534,1
15244,0
31141,1
16519,1
23497,1
737,1
9725,1
5553,1
7046,1
26139,1
21793,1
22462,0
31955,1
25829,1
22100,1
7603,1
5380,0
13733,0
17953,1
25518,1
18574,1
9271,1
269,0
9699,1
27152,1
17365,1
28286,0
4362,1
19817,0
18517,1
18775,1
27468,1
5433,1
31904,1
13962,1
2437,1
4707,1
16658,1
2821,1
13983,0
15470,0
30067,0
5611,0
24647,1
6835,1
26831,1
18738,1
26693,1
30702,1
28735,0
23010,0
17115,0
30014,0
16133,1
27812,1
31815,0
13421,1
16493,1
31966,0
31348,1
28073,1
9986,1
11992,1
6062,1
14808,1
27634,1
25689,1
22547,0
20406,1
17866,1
26402,1
10948,1
10666,1
11127,1
4207,1
24039,1
22767,0
28274,1
3786,0
1095,1
15779,1
5846,1
24359,1
19943,1
12706,1
9275,1
6849,0
16854,1
29631,1
26369,0
20574,1
1012,0
26757,1
24966,1
25843,1
30354,1
7800,1
30458,1
24996,1
1464,1
29050,1
9258,1
25368,1
15924,1
29867,0
32098,0
31278,1
1249,1
3217,0
11080,0
13476,1
11083,1
12121,1
21669,0
509,1
24757,1
28313,1
24076,1
23838,1
31243,0
22321,1
20173,1
13356,1
6524,0
20188,1
30820,0
20113,1
18113,1
29891,0
26984,1
22062,1
27712,1
27255,1
10130,1
9294,1
23966,1
28050,0
12756,0
18847,0
21327,1
30611,1
26640,1
17554,0
16924,0
10325,0
190,1
14830,0
12441,1
7886,0
23727,1
1767,1
1345,1
6875,1
2430,0
28034,1
5617,1
6219,1
22703,0
17665,0
20509,1
2612,1
32118,1
28510,0
6433,1
13172,1
29572,1
6272,1
2658,1
23554,0
23327,1
15867,1
25571,1
4084,1
10675,1
11542,1
8423,1
1446,1
12681,1
7179,1
8450,1
6237,1
30541,1
3567,1
2990,1
22973,1
8980,1
8750,1
25493,1
10655,1
17794,1
20226,0
4007,1
22478,1
8675,1
27982,1
4218,1
31136,0
12399,1
10694,1
23317,0
5627,1
23993,1
28334,1
5932,1
289,1
563,1
7758,1
17714,0
28810,1
6902,1
13317,0
30505,1
11032,1
2567,1
6544,1
7957,1
22817,0
27056,1
27423,1
1015,1
13701,1
23682,0
11318,1
3766,1
27098,1
29139,0
5418,0
18857,1
18116,1
3020,0
288,1
19799,1
3397,1
9114,1
18369,1
1316,0
22567,1
1179,1
9198,0
805,0
10380,1
6751,0
9585,1
3309,1
16567,1
14001,0
16377,1
23424,1
27193,1
12513,1
23611,1
21836,1
1922,0
14077,0
4044,1
18126,0
24595,1
7246,1
8270,0
28662,1
17022,0
1634,1
3879,0
7226,1
140,1
18800,1
12385,0
3507,1
5324,1
12874,0
5367,1
1279,1
6078,1
17912,1
13097,1
1981,0
12294,1
19998,0
17095,1
16786,1
15162,1
173,1
23720,1
22821,0
13818,1
22728,1
6269,1
31991,1
27608,1
1857,1
2410,1
6869,0
3265,0
25396,1
17373,1
428,0
14179,1
28931,1
19658,1
11887,1
17919,1
14706,1
22518,0
7281,1
4297,0
20524,1
22265,1
13979,1
23493,1
23120,1
17718,1
21560,1
21057,1
30467,1
21044,0
6459,1
15669,0
25608,1
17829,1
9830,1
487,1
18521,1
25653,1
23378,1
25121,0
22595,1
23699,1
21284,1
27797,1
9445,1
21297,1
7170,1
31977,0
7073,0
28870,0
394,1
8461,1
24489,1
8199,1
31030,1
23845,0
14170,1
2052,1
5599,0
5673,1
16735,1
31070,0
13955,0
6482,0
26809,1
20310,1
8226,0
27352,1
1836,1
7240,1
18849,1
16648,1
4689,1
5035,1
15089,0
23023,1
13106,1
24927,1
7747,1
11514,0
15891,0
27132,0
28897,1
5259,1
27041,0
15548,1
492,1
11050,1
29602,1
7541,1
177,1
13016,1
7311,1
196,1
25058,1
31592,1
16999,1
20180,1
3467,1
31600,1
8977,0
15072,1
17167,1
4079,1
6898,1
11539,0
18455,0
9766,0
8519,1
5221,1
7680,1
10710,1
275,1
27451,1
22927,1
29933,1
4888,0
20112,1
11482,1
26347,0
28709,1
13270,0
14346,0
22339,1
29376,1
16055,1
9487,1
1011,1
30141,1
13508,1
24354,1
27261,1
12635,1
17473,1
16095,1
17476,1
11034,1
27084,1
25003,1
6140,1
20970,1
31183,1
11967,1
8945,1
1125,1
30697,1
26923,0
5285,0
6513,0
16532,1
3657,0
4825,0
21484,1
31124,1
17857,1
3463,1
19010,1
16416,0
1032,1
25686,1
23854,0
12181,1
3647,1
8580,1
5456,0
21310,1
19274,1
20306,1
25188,1
19423,1
18873,0
25322,1
9820,0
26150,0
13001,1
23160,1
31084,0
28427,1
9401,1
29585,0
9781,1
29276,1
20397,1
26715,0
7936,1
14921,1
12079,1
30070,1
13988,1
26050,0
26679,1
23235,1
15896,1
7057,1
26735,1
27233,1
10393,0
31409,1
3491,1
9059,0
18578,1
10305,1
24609,1
25293,1
7425,1
21623,1
21996,1
31449,0
29495,1
26483,1
32406,1
5356,1
8709,1
18037,1
328,1
13721,1
20220,1
13604,1
19025,0
6723,1
11093,0
8416,1
27684,1
4276,1
24620,1
30730,0
9784,1
7670,1
6468,0
14893,1
29733,0
6600,1
17566,0
17474,1
28913,1
31440,1
18495,1
9446,1
16314,1
1240,0
13557,1
13301,0
28751,1
507,1
22632,1
21845,1
24723,1
23445,1
29260,1
13963,0
670,1
18974,1
1427,1
31929,1
25816,1
16447,1
5777,1
6419,0
3541,1
7310,1
22102,1
28562,0
15977,1
31283,1
15473,1
12946,1
31931,1
28063,0
9478,1
10377,1
7874,1
16402,1
6478,0
23206,1
3080,0
26313,1
16116,0
24016,1
311,0
10077,1
2893,1
3787,1
13774,1
9416,0
30413,1
2894,0
29860,0
6010,0
22484,1
28759,0
19686,1
3838,1
13400,1
10851,1
2037,1
26227,1
2768,1
8283,0
16420,1
9990,1
11670,1
18837,1
23474,0
29002,0
8487,1
14637,1
6439,1
21512,0
2828,0
15707,1
5232,1
4902,1
31125,0
406,1
384,1
16520,1
29149,1
30242,1
9442,1
11167,1
17874,1
26207,0
6030,0
14305,1
28391,1
651,1
2267,1
9802,1
29468,1
8138,1
19677,1
23619,0
32179,0
16875,1
22938,1
6315,1
11235,1
198,0
4753,0
14057,0
7741,0
6588,1
15967,1
24118,1
15591,0
32107,1
9529,0
16832,0
31841,1
14966,1
6580,0
21911,1
28420,1
19382,0
23098,1
32101,1
23573,1
10225,1
5870,1
24356,0
4715,1
13583,1
20575,1
2889,1
6537,0
16027,1
17225,1
27363,0
19404,1
31938,0
7021,0
25632,0
122,1
15703,1
512,1
19540,1
16171,0
31244,0
30600,1
16020,1
6378,0
25979,1
19564,1
31453,0
10947,1
14979,1
31915,1
921,1
5507,0
14530,1
4991,1
23300,1
17776,1
17732,0
20398,1
4114,1
14376,1
24233,1
26592,0
27189,1
31407,1
18057,1
14971,1
145,1
17331,0
19777,0
22151,1
27636,1
22812,0
15614,1
13237,1
13973,1
24803,1
16180,0
26550,1
30899,1
2816,1
16405,1
20467,0
11119,1
9514,1
16414,1
3312,1
24905,1
25910,1
4360,1
25384,1
21389,1
7124,1
31445,1
17800,1
12012,0
12416,0
19782,1
460,1
26198,1
21655,1
5743,1
15985,0
5116,1
25560,1
25651,0
26933,1
7386,1
2759,0
21160,1
14959,1
26910,1
17068,1
24810,0
7604,1
22009,1
4486,0
25779,1
351,1
12336,1
24623,1
5843,1
10849,0
12808,1
27525,0
30219,1
5708,0
28094,0
30022,1
2390,0
31665,1
18610,1
28726,1
12278,1
22884,1
9417,1
31506,1
709,1
31492,1
19315,1
8308,1
18540,0
3522,1
20274,1
11458,1
11816,1
10069,1
23479,1
32263,1
14273,0
25746,1
9272,1
2279,1
23832,1
27465,1
26632,0
19773,1
28079,1
1389,1
20312,1
19076,1
4701,1
770,1
31202,1
23029,0
10712,1
2314,1
18956,1
25668,1
24745,1
11615,0
19738,1
31659,1
17270,1
26437,0
32074,1
31369,1
9798,0
10866,0
26607,1
30161,1
16264,0
10725,0
21350,1
15108,0
22772,1
30093,0
25880,1
12852,1
9560,1
13466,0
4509,1
5043,1
616,1
31215,1
9713,0
17772,1
12776,1
24140,0
17101,1
25899,1
5866,1
26024,1
5946,1
19900,0
13497,1
25881,1
13129,1
15942,1
29997,1
11618,1
14313,1
24871,1
7530,1
22103,1
12208,0
20514,1
10206,1
20177,1
17170,1
27768,1
1950,1
23420,0
7411,1
14062,1
1147,1
10986,0
8334,1
2865,1
8346,1
2975,1
5252,1
20614,1
10989,0
6144,1
28645,0
15597,1
20243,0
28675,0
481,1
27589,1
9649,0
5236,0
18666,1
27823,1
29070,1
2773,1
5044,0
20368,0
24517,1
11324,1
22966,1
18732,1
9320,1
306,1
1083,0
18055,1
12298,1
5477,1
29295,1
28075,1
7980,1
22918,1
1869,0
19445,0
16664,1
19399,1
29701,1
5197,1
23043,1
4676,1
7802,1
32465,1
4949,0
29745,1
16868,1
25742,0
19556,1
8167,0
5012,1
7631,1
10544,1
12525,0
9169,1
3992,0
21488,1
9045,1
5911,1
20344,1
2596,1
20545,0
18648,0
742,0
120,1
29783,0
9034,1
7938,1
16909,0
20137,0
3713,1
27641,0
13514,0
4340,1
30975,0
4811,1
8016,1
12322,0
1495,0
22224,1
19741,1
24504,0
21571,1
19167,1
4712,1
22089,1
5322,1
22066,1
21225,1
23257,1
2898,1
23468,1
6203,1
15593,1
7609,1
11899,1
24437,1
20767,1
4129,1
16513,1
23894,0
10246,1
15326,1
6794,1
15434,1
8243,0
32255,1
19596,1
23858,1
6458,1
15691,0
14326,0
19028,0
25512,1
15971,0
24652,1
704,0
19130,0
20721,1
7949,1
27764,1
13247,1
18737,1
6754,1
23131,0
19977,1
28788,0
28450,1
21342,1
11283,1
3981,1
12057,1
20035,1
8035,1
